Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
first_day_45f5c51d		Преподы как обычно валят на сессии, заставляя снова и снова приходить на пересдачи, ради которых приходится учить тонны бесполезного материала.	game/script.rpy	1230	"[what]"
first_day_d7b6881e		Единственное положительное событие за последние дни было знакомство с Юлей. Для меня удивительно, что она вообще со мной заговорила.	game/script.rpy	1231	"[what]"
first_day_5e52c378		Но даже с Юлей я не мог избавиться от чувства пустоты, которое преследовало меня уже долгое время. 	game/script.rpy	1232	"[what]"
first_day_5c43362a	extend	Может быть, дело было во мне, может быть, это я изменился. 	game/script.rpy	1233	extend "[what]"
first_day_5050f7d2	extend	А может, это мир вокруг меня потерял свои краски.	game/script.rpy	1234	extend "[what]"
first_day_0a0a3cf1		Я тупо уставился в потолок, мои мысли бесцельно блуждали. 	game/script.rpy	1235	"[what]"
first_day_e7d52f15	extend	В чем был смысл всего этого? 	game/script.rpy	1236	extend "[what]"
first_day_2430a021	extend	Почему я вообще здесь оказался?	game/script.rpy	1237	extend "[what]"
first_day_3b80a8b8		Я знал, что должен вырваться из этого состояния, но это было легче сказать, чем сделать. 	game/script.rpy	1238	"[what]"
first_day_cc92c41f	extend	Груз моей собственной печали, казалось, раздавил меня.	game/script.rpy	1239	extend "[what]"
first_day_d51128d6		Так я и лежал, погруженный в свои мысли, пока, наконец, усталость не взяла верх и я не погрузился в беспокойный сон, надеясь, что завтра наступит какое-то облегчение.	game/script.rpy	1240	"[what]"
first_day_7a14d36e		Когда я лежал в постели той ночью, я не мог не думать о Юле. Она была умной, красивой и доброй. Но я знал, что между нами никогда ничего не будет.	game/script.rpy	1242	"[what]"
first_day_bc0c22af		Я уснул с тяжелым сердцем, зная, что никогда не найду любовь.	game/script.rpy	1243	"[what]"
second_day_38fb83c2	centered	День второй. 	game/script.rpy	1254	centered "[what]"
second_day_9f05d898		И опять же... Я проснулся с ощущением тяжкого груза на сердце.	game/script.rpy	1258	"[what]"
second_day_456ceb53		Господи, какой же срач. 	game/script.rpy	1259	"[what]"
second_day_0cd65eb2	extend	Как вообще отыскать здесь то, что мне нужно?	game/script.rpy	1260	extend "[what]"
second_day_e9a34e76	centered	Найдите все предметы за 30 секунд.\nНажмите, чтобы начать.	game/script.rpy	1289	centered "[what]"
second_day_ca455740	centered	Найдите все предметы за 30 секунд.\nНажмите ЛКМ, чтобы начать.	game/script.rpy	1291	centered "[what]"
second_day_1fe84243	centered	Предметы собраны успешно.\n Но все пачки пусты..	game/script.rpy	1303	centered "[what]"
second_day_22cf5501	centered	GAME OVER\nНе нашёлся 1 предмет.	game/script.rpy	1306	centered "[what]"
second_day_8b11b932	centered	GAME OVER\nНе нашлось [hf_return] предмета(-ов)	game/script.rpy	1308	centered "[what]"
second_day_068acf6c		Вот дерьмо...	game/script.rpy	1313	"[what]"
second_day_aceef529		Единственное, что мне нужно прямо сейчас, – это чапа.	game/script.rpy	1314	"[what]"
second_day_3093a48a	extend	 Только сигарета поможет мне забыться.	game/script.rpy	1315	extend "[what]"
second_day_ba3d49d8		Подойдя к окну, я достал уже изрядно потрепанную пачку сигарет, но единственное, что я в ней нашел, – это затхлый запах табака.	game/script.rpy	1321	"[what]"
second_day_584d9415		Пиздец... 	game/script.rpy	1322	"[what]"
second_day_21785b32	extend	День только начался, а я уже лишился самого важного.	game/script.rpy	1323	extend "[what]"
second_day_70fdf905		Придется сходить в КБ за сигами. 	game/script.rpy	1324	"[what]"
second_day_cfa6e018	extend	Ведь говорил же себе вчера купить пару пачек, но всё равно забыл.	game/script.rpy	1325	extend "[what]"
second_day_8d5c3ab6		Наконец-то купил сиги. Жизнь продолжается.	game/script.rpy	1338	"[what]"
second_day_984ab0ad		Итак, раз уж я решил ехать в санаторий, то лучше бы не затягивать со всем этим бюрократическим адом и собрать все документы за раз.	game/script.rpy	1339	"[what]"
second_day_3aac289b		-Примечание: перед тем, как Вы отправитесь в наш великолепный санаторий, вам нужно принести следующие документы: 	game/script.rpy	1340	"[what]"
second_day_af746d99		Копию паспорта, свидетельство о рождении, книжку со всеми проставленными прививками...-	game/script.rpy	1341	"[what]"
second_day_d698d326	sanya	Ебись оно все в рот!	game/script.rpy	1342	sanya "[what]"
second_day_1eb411cb		Выписка из ЕГРН, 2-НДФЛ, 3-НДФЛ... бла-бла-бла... Справка о целостности заднего прохода...	game/script.rpy	1343	"[what]"
second_day_9e56faf9	extend	 Так, стоп, а это им для чего?	game/script.rpy	1344	extend "[what]"
second_day_aee7fa1a		Выбора у меня всё равно нет. Нужно развеяться, сменить обстановку. 	game/script.rpy	1345	"[what]"
second_day_60456225	extend	Иначе я могу просто не выдержать...	game/script.rpy	1346	extend "[what]"
second_day_cf2a5024		Придётся ехать в универ.	game/script.rpy	1347	"[what]"
second_day_915a9a7c		Снова эта убитая и дряхлая остановка. 	game/script.rpy	1352	"[what]"
second_day_14e79938	extend	Быть может, ещё в СССР она выглядела нормально, но сейчас... 	game/script.rpy	1353	extend "[what]"
second_day_8156a983	extend	Это просто пиздец.	game/script.rpy	1354	extend "[what]"
second_day_7482c971		Этот автобус вообще меняется? 	game/script.rpy	1370	"[what]"
second_day_02e870ae	extend	Хотя да... С каждым годом он всё хуже и хуже.	game/script.rpy	1371	extend "[what]"
second_day_603fc0b3		Город, который когда-то казался мне бесконечным простором для приключений, теперь выглядел иначе	game/script.rpy	1372	"[what]"
second_day_c8a73b3e		Перед моими глазами проплывали старые дома, сложенные веками истории, и разбитые дороги, которые, казалось, уже и не помнили гладкой молодости	game/script.rpy	1373	"[what]"
second_day_9b7e3baa		Взгляд мой устремлялся вдаль, где рождался рассвет, но серость бытия словно окутывала меня туманом	game/script.rpy	1374	"[what]"
second_day_398d955c		Что-то внутри моей души тревожно колебалось, будто желая пробудить меня от безразличия	game/script.rpy	1375	"[what]"
second_day_ad246bd0		После этих мыслей я начал погружаться в сон.	game/script.rpy	1377	"[what]"
second_day_7521a120	centered	Новый рекорд!	game/script.rpy	1389	centered "[what]"
second_day_326fddf1	centered	Счёт: [_return]	game/script.rpy	1390	centered "[what]"
second_day_13d142d6		И всё же, среди всей серости дней случаются прекрасные моменты,	game/script.rpy	1391	"[what]"
second_day_e64d1a3d		Когда лучи восходящего солнца пробиваются сквозь облака, озаряя улицы золотым сиянием, и даже обветренные фасады домов кажутся оживающими	game/script.rpy	1392	"[what]"
second_day_f234444f		В эти моменты серость уступает место теплым оттенкам, а в моей душе возникает надежда, что в этом городе ещё есть место для перемен,	game/script.rpy	1393	"[what]"
second_day_ef1597e6		что он может возродиться, обрести новую жизнь и расцвести, словно редкая красочная картина, привлекающая взгляды и вызывающая восхищение	game/script.rpy	1394	"[what]"
second_day_0cb00a2e		Тягостное ощущение того, что время в этом городе остановилось или потихоньку утекает, сковывает мои мысли	game/script.rpy	1409	"[what]"
second_day_538189d5		В молчаливом хоре окружающих меня домов и улиц я словно теряю себя	game/script.rpy	1410	"[what]"
second_day_c5cd19f3		Тот город, который когда-то вдохновлял меня своей суетой, сейчас кажется утратившим свою яркость	game/script.rpy	1411	"[what]"
second_day_2326df46		Может быть, это я потерял способность видеть краски жизни, но они всё ещё присутствуют вокруг меня,	game/script.rpy	1412	"[what]"
second_day_c1b48c4b		Но я их упускаю, забившись в собственную повседневность и рутину	game/script.rpy	1413	"[what]"
second_day_83c6e95d		Ох, блядь! Чуть не проспал свою же остановку.	game/script.rpy	1426	"[what]"
second_day_df4982d9		Первое, что я увидел, когда вышел из автобуса, – это огромную фигуру Паши. Да его и сложно не заметить...	game/script.rpy	1440	"[what]"
second_day_ddc406fe	sanya	Паша! Привет. Я хотел тебе кое-что сказать...	game/script.rpy	1441	sanya "[what]"
second_day_07f6f377		Паша быстро меня заметил и подошёл ко мне	game/script.rpy	1444	"[what]"
second_day_19ab870d	pasha	Санек, привет. Как поспал? 	game/script.rpy	1449	pasha "[what]"
second_day_47c6a254	extend	Хотя... 	game/script.rpy	1450	extend "[what]"
second_day_a10a2c20	extend	Можешь не отвечать. Как всегда херово, я знаю.	game/script.rpy	1451	extend "[what]"
second_day_b88878fd	sanya	Да, бошка трещала не по-детски.	game/script.rpy	1452	sanya "[what]"
second_day_e8f3992e	sanya	Мне вчера письмо пришло с приглашением в санаторий. 	game/script.rpy	1453	sanya "[what]"
second_day_ace53c22	extend	Я тут подумал и решил, что стоило бы съездить, подлечиться...	game/script.rpy	1454	extend "[what]"
second_day_e134df1f	pasha	О, Саня, тебе это сейчас больше всего, можно сказать, не хватает.	game/script.rpy	1455	pasha "[what]"
second_day_96556da1	pasha	Я конечно, с тобой туда ни ногой, ты меня знаешь, я и так здоров как бык. 	game/script.rpy	1456	pasha "[what]"
second_day_ca1383f7	extend	Но за тебя пальчики мы с ребятами скрестим!	game/script.rpy	1457	extend "[what]"
second_day_35fb9fdf	sanya	Извини меня за вчерашнее... 	game/script.rpy	1461	sanya "[what]"
second_day_36c04893	extend	Я совсем замотался. Вылетело из головы.	game/script.rpy	1462	extend "[what]"
second_day_64479295	pasha	Не парься. 	game/script.rpy	1463	pasha "[what]"
second_day_b713cedf	extend	Я ещё вчера сказал, что больше это обсуждать не хочу. 	game/script.rpy	1464	extend "[what]"
second_day_9656715c	extend	Просто забей. Но я надеюсь ты понимаешь, что так лучше больше не делать!	game/script.rpy	1465	extend "[what]"
second_day_754d9c4f	pasha	А ещё, ты мне за это теперь пива торчишь!	game/script.rpy	1470	pasha "[what]"
second_day_48d92315	extend	 И минимум три литра бада!	game/script.rpy	1471	extend "[what]"
second_day_71220d79	pasha	Ладно, ты сам как вообще?	game/script.rpy	1473	pasha "[what]"
second_day_cea07bef	sanya	Как и всегда. 	game/script.rpy	1474	sanya "[what]"
second_day_0bcde788	extend	Абсолютно хуёво.	game/script.rpy	1475	extend "[what]"
second_day_ef0d0b08	sanya	Кстати, тебе вчера не приходило письмо с приглашением в санаторий?	game/script.rpy	1476	sanya "[what]"
second_day_40e18ccc	pasha	Может и приходило. 	game/script.rpy	1481	pasha "[what]"
second_day_8e72459c	extend	Ты же знаешь, что я весь спам от универа даже не читаю. 	game/script.rpy	1482	extend "[what]"
second_day_1473332f	extend	Тем более про санатории, которые каждый год предлагают.	game/script.rpy	1483	extend "[what]"
second_day_7ead96f4	sanya	Бесплатно же. 	game/script.rpy	1484	sanya "[what]"
second_day_0a35858e	extend	Чего бы не скататься. 	game/script.rpy	1485	extend "[what]"
second_day_cbdf8a0c	extend	Так ещё можно родакам сказать, что универ не оплачивает поездку. 	game/script.rpy	1486	extend "[what]"
second_day_83fa6a57	extend	Денег получить.	game/script.rpy	1487	extend "[what]"
second_day_f030a0ab	pasha	Бесплатный сыр только в мышеловке, запомни!	game/script.rpy	1491	pasha "[what]"
second_day_23760ec9	pasha	Они тебе, может, там вообще зонд в жопу запихнут, пока ты спать будешь!	game/script.rpy	1493	pasha "[what]"
second_day_247e00f2		А-а-а, так вот для чего им справка о целостности ануса нужна...	game/script.rpy	1494	"[what]"
second_day_f384ebe9	sanya	Не хочешь со мной съездить? 	game/script.rpy	1495	sanya "[what]"
second_day_152ae9b8	extend	Бухла купим, будем по вечерам пить.	game/script.rpy	1496	extend "[what]"
second_day_6859dd27		Если и ломать целостность ануса, то хотя бы не одному!	game/script.rpy	1497	"[what]"
second_day_11b9d25a	pasha	Извини, но желания ехать в этот старый санаторий у меня нет.	game/script.rpy	1502	pasha "[what]"
second_day_12046964	pasha	Но ты, как вернёшься, расскажи, как там оно проходит.	game/script.rpy	1503	pasha "[what]"
second_day_84bd35c7	pasha	Если там правда могут поставить на ноги, то в следующем году уже вместе можем и поехать!	game/script.rpy	1504	pasha "[what]"
second_day_597208a4	pasha	Ладно, Санёк, был рад повидаться! 	game/script.rpy	1509	pasha "[what]"
second_day_f7269ecc	extend	Мне на пары пора.	game/script.rpy	1510	extend "[what]"
second_day_34192638	pasha	Кстати, а как там с девочкой твоей дела обстоят?	game/script.rpy	1518	pasha "[what]"
second_day_17eec396	sanya	Ну ты же знаешь, что я тебе сейчас ничего хорошего не расскажу...	game/script.rpy	1520	sanya "[what]"
second_day_5da25637		Ужасно неудобно вышло с Юлей, на самом деле. Бедный человек, у неё же и правда проблемы в жизни, мы с ней практически незнакомы, а она мне так открылась на эмоциях. А я то и дело избегаю её.	game/script.rpy	1531	"[what]"
second_day_070f96a7		Хотя, с другой стороны, Может это и к лучшему, мне и своих проблем в жизни сейчас хватает по горло, разве я готов хранить в себе ещё и её проблемы?..	game/script.rpy	1533	"[what]"
second_day_c3e413d4		Я человек сентиментальный. Я всё принимаю близко к сердцу. Ну не могу я слушать о проблемах других, не перенимая их переживания.	game/script.rpy	1535	"[what]"
second_day_38e27aa0		Ловлю себя порой на мысли, что с подобной особенностью мне точно не стоит подаваться в психотерапевты, подобная профессия мне строго противопоказана.	game/script.rpy	1537	"[what]"
second_day_5fc5aade	pasha	Алё-ё, Саня, ты завис тут немного!	game/script.rpy	1545	pasha "[what]"
second_day_28c64807	pasha	Я тебя понял, тебе даже тяжело вспоминать, что было? Я этот твой взгляд сразу узнаю!	game/script.rpy	1546	pasha "[what]"
second_day_a0483a45	pasha	У тебя точно такой же был, когда твоя мама вернулась с дачи раньше времени, а тебе 16, и у тебя вся хата заблёвана!	game/script.rpy	1551	pasha "[what]"
second_day_0ff71265		Паша умудрился вытащить меня из ямы самокопания своим подколом	game/script.rpy	1553	"[what]"
second_day_4fc3b6e9		Я заулыбался	game/script.rpy	1555	"[what]"
second_day_8b1e7e1f	sanya	Да уж, Паша, было же время! Лучшие мои годы, честно признаться! Я порой так по ним скучаю...	game/script.rpy	1557	sanya "[what]"
second_day_6967da30	pasha	Брат, да не загоняйся ты о прошлом! Думай о будущем! Тебе всего 20 стукнуло только! Вся жизнь ведь впереди!	game/script.rpy	1562	pasha "[what]"
second_day_1eaeedaa	pasha	Заставь дряхлого старика из будущего жалеть ещё больше о сегодняшнем дне!	game/script.rpy	1567	pasha "[what]"
second_day_47a8ea52	sanya	А ты прав, Паша!!	game/script.rpy	1569	sanya "[what]"
second_day_b9258e28		Ты, как всегда, прав...	game/script.rpy	1571	"[what]"
second_day_97c0f929	sanya	Паша, помнишь, когда я написал Юле и пошёл к ней?	game/script.rpy	1575	sanya "[what]"
second_day_f9fdcc7c	pasha	Да, не думай, что я от бухла сразу память теряю!	game/script.rpy	1580	pasha "[what]"
second_day_46e8bf3e	sanya	Ладно-ладно. Так вот, мы с ней встретились и поболтали. Этот разговор я точно запомню надолго...	game/script.rpy	1581	sanya "[what]"
second_day_8fec6d5c	sanya	Я подошёл к набережной. Мы решили прогуляться.	game/script.rpy	1582	sanya "[what]"
second_day_edc44b2f	sanya	Мы очень славно гуляли, я даже подумывал уже взять её за ручку.	game/script.rpy	1583	sanya "[what]"
second_day_0831e96f	sanya	Через некоторое время ей набрала мама и позвала домой.	game/script.rpy	1584	sanya "[what]"
second_day_9e27fefc	sanya	Я проводил её до лифта и обнял, мы попрощались, и она сказала, что этот день ей представлялся очередным скучным деньком, который я скрасил своим появлением!	game/script.rpy	1585	sanya "[what]"
second_day_7ead4bab	sanya	У меня чуть сердце не взорвалось от таких речей...	game/script.rpy	1586	sanya "[what]"
second_day_597dc543	pasha	Ах ты ж красавец-то! А! Всё правильно сделал. Идеальнее некуда.	game/script.rpy	1591	pasha "[what]"
second_day_fdea5bf5	pasha	Видишь же? Не зря я тебя заставил ей написать. Радуйся, что у тебя такой друг есть.	game/script.rpy	1592	pasha "[what]"
second_day_ee32deae	pasha	Напомню ещё раз: "Когда будешь летать, не забывай с кем ползал!"	game/script.rpy	1593	pasha "[what]"
second_day_a6fc291c	pasha	Так, ладно, мне уже пора идти на пару. А ты, как я понял, только за документами в универ приехал?	game/script.rpy	1598	pasha "[what]"
second_day_5a3c2d70	sanya	Ну, да.	game/script.rpy	1599	sanya "[what]"
second_day_fa57b797	pasha	Удачи тебе тогда, Саня! И в санатории приятно отдохнуть. Я тебе ещё вечером напишу, мемов в телеграм накидаю!	game/script.rpy	1600	pasha "[what]"
second_day_70432d79	pasha	Увидимся через неделю, значит? На этом же месте?	game/script.rpy	1601	pasha "[what]"
second_day_90393e19	sanya	Верно, верно, на этом же месте, ровно через неделю!	game/script.rpy	1602	sanya "[what]"
second_day_08c6e559		Всё-таки хорошо, что я смог увидеть Пашу. Теперь как-то даже веселее. Пора идти в универ...	game/script.rpy	1607	"[what]"
second_day_8647f277		Распрощавшись с Пашкой, я направился прямиком в деканат. 	game/script.rpy	1612	"[what]"
second_day_3ad6a25c	extend	Желания возиться с документами у меня не было совсем.	game/script.rpy	1613	extend "[what]"
second_day_cfae80f1	sanya	Ненавижу, блядь, бюрократию...	game/script.rpy	1614	sanya "[what]"
second_day_c1a0cb5e		Возле деканата меня повергла в шок необычайно длинная очередь. Видимо, второкурсники пришли брать допуск на пересдачу.	game/script.rpy	1622	"[what]"
second_day_97da8acf		Моё ожидание продлилось больше часа, в конце концов я зашёл в деканат.	game/script.rpy	1623	"[what]"
second_day_c23074f7		В момент, когда я уже должен был заходить следующим, сзади в меня влетела какая-то рыжая девчонка.	game/script.rpy	1625	"[what]"
second_day_49c5b15f		От чего все мои документы рассыпались по всему холлу.	game/script.rpy	1626	"[what]"
second_day_0ff4139a		Боже, парень передо мной уже вот-вот выйдет. Надо как можно быстрее собрать всё обратно!	game/script.rpy	1628	"[what]"
second_day_1b77d6e4	centered	Подберите раскиданные справки за [sec_medical_certificates] секунд.\nНажмите, чтобы начать.	game/script.rpy	1662	centered "[what]"
second_day_df57e558	centered	Все справки собраны!	game/script.rpy	1672	centered "[what]"
second_day_92e0e680		Фух, теперь можно со спокойной душой заходить в кабинет...	game/script.rpy	1675	"[what]"
second_day_e1530ccf	centered	GAME OVER\nНе нашлась одна справка...	game/script.rpy	1678	centered "[what]"
second_day_6aa71e19	centered	GAME OVER\nНе нашлось [hf_return] справки(-ок)	game/script.rpy	1680	centered "[what]"
second_day_bbec57eb		Ай, да и чёрт с ним, может и так примут, кто вообще эти документы смотреть-то будет?	game/script.rpy	1681	"[what]"
second_day_f2fb600a		Идиотская бумажная волокита!	game/script.rpy	1682	"[what]"
second_day_26a0ad8d		Уже вечерело, времени ушло куда больше, чем я ожидал. У выхода из корпуса я заметил несколько одногруппников, по разговору было понятно, что они направляются в курилку.	game/script.rpy	1687	"[what]"
second_day_9855a18c		Может, мне тоже сходить? Пообщаться с одногруппниками. Встретить знакомые лица.	game/script.rpy	1688	"[what]"
second_day_9ef302aa		Хотя, с другой стороны, сегодня хорошая погода, можно пойти домой через парк...	game/script.rpy	1689	"[what]"
second_day_c4984b03		Поприветствовав одногруппников, я с ними направился в сторону курилки.	game/script.rpy	1719	"[what]"
second_day_ff9bad42	"Одногруппник"	Как же бесит препод по схемотехнике, мы с ним только первый день, а он уже показал себя полным мудаком.	game/script.rpy	1729	"Одногруппник" "[what]"
second_day_0987a9b5	"Одногруппник"	Да уж, он точно будет валить на сессии. Кстати, Саня, тебя вроде не было на лекции.	game/script.rpy	1730	"Одногруппник" "[what]"
second_day_2517dced	sanya	Да я проебался немного, пришёл не на свою.	game/script.rpy	1731	sanya "[what]"
second_day_100958f4		Потянувшись за пачкой сигарет, неожиданно для себя я её не обнаружил.	game/script.rpy	1732	"[what]"
second_day_df58df6a		Порывшись получше в рюкзаке, я пришел только к одному выводу: я ...	game/script.rpy	1733	"[what]"
second_day_8c84032f	extend	 должен стрельнуть сигу.	game/script.rpy	1734	extend "[what]"
second_day_c792871c	sanya	Слушайте, а у вас сигаретки не будет? Видимо свои я где-то посеял.	game/script.rpy	1735	sanya "[what]"
second_day_c40e7e49		Стоявший справа от меня парень с неодобрительным взглядом протянул мне сижку шоколадного чапмана.	game/script.rpy	1736	"[what]"
second_day_27b24df5		Сделав пару затягов, мне приятно ударило по горлу, а никотин немного меня расслабил.	game/script.rpy	1738	"[what]"
second_day_1155c263		Парни в основном обсуждали прошедшую лекцию и скорую лабораторную по электротехнике.	game/script.rpy	1739	"[what]"
second_day_65651a87		По их словам препод требовательный, но справедливый. На практиках он часто смеется со студентов, которые ничего не понимают, но тем не менее старается понятно донести материал.	game/script.rpy	1740	"[what]"
second_day_a7a944c5	"Одногруппник"	Бля, недавно видел на ютубе видео про СССР, как же тогда хреново было, не то что сейчас. Вы как вообще к нему относитесь?	game/script.rpy	1741	"Одногруппник" "[what]"
second_day_67ea6ddf		Мне так нравится СССР, на самом деле...	game/script.rpy	1742	"[what]"
second_day_a08cbc8f	extend	 Я восхищаюсь его историей и достижениями. Это было время больших перемен и сильных людей.	game/script.rpy	1743	extend "[what]"
second_day_d6bd9225		Но что-то мне подсказывает, что эти ребята явно негативно настроены...	game/script.rpy	1744	"[what]"
second_day_5ba9350b		Все посмотрели на меня. 	game/script.rpy	1745	"[what]"
second_day_8d60aaf6	extend	Они ждут моего мнения по этому поводу? Надо что-то сказать...	game/script.rpy	1746	extend "[what]"
second_day_3dfc9157	sanya	Честно говоря, мне кажется, что в СССР было лучше, чем сейчас. Жизнь была проще, люди добродушнее...	game/script.rpy	1771	sanya "[what]"
second_day_ee018e50		Сказав это, я заметил на себе неодобрительные взгляды одногруппников.	game/script.rpy	1772	"[what]"
second_day_5160e4e2	"Одногруппник"	Пхахаха, ты что, в атомик харт переиграл, доходяга? Давай-ка мы национализируем твои денюжки, пионер.	game/script.rpy	1773	"Одногруппник" "[what]"
second_day_fd054ad2		Они накинулись на меня толпой, противостоять им я никак не мог.	game/script.rpy	1774	"[what]"
second_day_a4a167bb		Каждый удар и пинок приходился как из нескончаемой лавины, заставляя меня чувствовать ушибы и жгучую боль.	game/script.rpy	1775	"[what]"
second_day_9df2b464		Я пытался оправдать свои идеи, объяснить, что это всего лишь мои мысли и желание размышлять о прошлом, но они не желали слушать.	game/script.rpy	1776	"[what]"
second_day_6d4167e0		Вместо этого в их глазах горела неистовая ярость, словно я представлял угрозу для всего, во что они верили.	game/script.rpy	1777	"[what]"
second_day_9b993250		Внезапно, один из них сильно ударил меня в живот, заставив меня задохнуться и прижаться к стене.	game/script.rpy	1778	"[what]"
second_day_fae3b1f4		Я смотрел на своих одногруппников, бывших друзей, и не мог понять, как они могут быть такими жестокими.	game/script.rpy	1779	"[what]"
second_day_9bd2ff81		Мои слова и мольбы лишь подливали масло в огонь и усиливали их агрессию.	game/script.rpy	1780	"[what]"
second_day_8fb5ae6c		Кое-как отбрыкавшись, я направился в сторону универа.	game/script.rpy	1783	"[what]"
second_day_585cd44e		Моя одежда была слегка оборвана, лицо покрыто ссадинами, а тело болело в каждой клеточке.	game/script.rpy	1784	"[what]"
second_day_819251de		Шаги были неуверенными, но я старался идти вперед, не глядя назад на это ужасное событие. 	game/script.rpy	1785	"[what]"
second_day_b0914ed4		Состояние у меня было хуже некуда, хотелось просто уйти как можно дальше от этого мира.	game/script.rpy	1787	"[what]"
second_day_77883b8a		Возможно, я должен был просто притворяться, соглашаться с общепринятыми мнениями и не поднимать дискуссию?	game/script.rpy	1788	"[what]"
second_day_adcf2ef1		Но это было бы ложью перед самим собой, и я не мог отказаться от своих убеждений ради внешнего признания.	game/script.rpy	1789	"[what]"
second_day_d4918b26		После этих унижений я уже не хотел курить. 	game/script.rpy	1790	"[what]"
second_day_6a0d6326	extend	Я выкинул сигарету. 	game/script.rpy	1791	extend "[what]"
second_day_9aebcc19	extend	Хотел плакать. 	game/script.rpy	1792	extend "[what]"
second_day_62b45b4d	extend	Хотел заорать на всю улицу, но сдержался.	game/script.rpy	1793	extend "[what]"
second_day_1db52157		У выхода из корпуса я заметил Юлю, смотрящую в мою сторону. 	game/script.rpy	1798	"[what]"
second_day_30b3df75	extend	Она подбежала ко мне, явно заметив моё паршивое настроение.	game/script.rpy	1799	extend "[what]"
second_day_688a1e17	yuli	Саша, что с тобой случилось? Выглядишь ужасно подавленным.	game/script.rpy	1808	yuli "[what]"
second_day_285f31bc	sanya	Да так, ничего серьёзного, день с самого утра не задался, не стоит так беспокоиться.	game/script.rpy	1809	sanya "[what]"
second_day_31de74b6	yuli	Ну, раз ты так говоришь... Главное помни, что ты всегда можешь ко мне обратиться.	game/script.rpy	1812	yuli "[what]"
second_day_064a9cff	yuli	пойдём, я провожу тебя до дома, может тебе полегчает в моей компании.	game/script.rpy	1813	yuli "[what]"
second_day_c844c24d	sanya	пойдём, конечно.	game/script.rpy	1814	sanya "[what]"
second_day_32b23bf7		Как же приятно идти по улице в компании такой красивой и весёлой девушки...	game/script.rpy	1820	"[what]"
second_day_81328744	yuli	Сань, может у тебя всё-таки что-то случилось?	game/script.rpy	1821	yuli "[what]"
second_day_3edfc1e2	sanya	Нет, всё в порядке, Юля. Ты лучше расскажи, как у тебя дела.	game/script.rpy	1822	sanya "[what]"
second_day_6369e987		Поболтав немного, я решил предложить зайти за сигаретами. Свои новенькие я уже успешно проебал.	game/script.rpy	1823	"[what]"
second_day_0b45caf2	yuli	Я подожду тебя снаружи. Не люблю такие магазины...	game/script.rpy	1831	yuli "[what]"
second_day_e1005869	sanya	Хорошо! Скоро буду.	game/script.rpy	1832	sanya "[what]"
second_day_26e0f9e2	sanya	Можно, пожалуйста, пачку чапы ванильной.	game/script.rpy	1838	sanya "[what]"
second_day_39e4a062		Немного погодя, я добавил:	game/script.rpy	1839	"[what]"
second_day_97418697	sanya	И два советских пломбира в вафельном стаканчике!	game/script.rpy	1840	sanya "[what]"
second_day_8ed7c220	"Кассир"	Да, с вас...	game/script.rpy	1841	"Кассир" "[what]"
second_day_777225cf	sanya	Ну всё, пойдём дальше. Мне что-то захотелось мороженого, я и тебе взял!	game/script.rpy	1848	sanya "[what]"
second_day_a5528f59	yuli	Советское! Обожаю!	game/script.rpy	1851	yuli "[what]"
second_day_e932c3c5		Через пять минут мы уже были около моего дома.	game/script.rpy	1857	"[what]"
second_day_3977243a	yuli	Ого! Я и не знала, что мы так близко живём!	game/script.rpy	1864	yuli "[what]"
second_day_b29fd233	yuli	Не задумываешься, почему мы друг друга ещё ни разу не видели?	game/script.rpy	1865	yuli "[what]"
second_day_281e6922		Пока мы шли, я думал позвать её с собой в санаторий	game/script.rpy	1866	"[what]"
second_day_c0b49a4a		Конечно, знакомы мы не так долго, но с ней мне легко и приятно. Почему нет?..	game/script.rpy	1867	"[what]"
second_day_adda49c4		Жаль, правда, что Паша не захотел	game/script.rpy	1868	"[what]"
second_day_80742dfc	sanya	Слушай, а ты не хочешь съездить со мной в санаторий на недельку?	game/script.rpy	1869	sanya "[what]"
second_day_0b57ea4d		Чёрт, я же перебил её. Надеюсь не обидится.	game/script.rpy	1870	"[what]"
second_day_a1be715e	yuli	Ура, мы поедем в санаторий, мы отлично проведем время вместе!	game/script.rpy	1875	yuli "[what]"
second_day_76767146		Она же, блядь, даже не успела подумать. Да и пофиг.	game/script.rpy	1876	"[what]"
second_day_5d90b14a	sanya	Не хочешь ко мне зайти, можем посмотреть кино или чем-то ещё интересным заняться?	game/script.rpy	1877	sanya "[what]"
second_day_c415adad		Юля не успела ответить, как у неё зазвонил телефон.	game/script.rpy	1879	"[what]"
second_day_16118be2	yuli	Прости, Саш. Мама уже зовёт домой, сегодня не получится, — поздновато.	game/script.rpy	1884	yuli "[what]"
second_day_1910ed4b		Мы обнялись на прощание.	game/script.rpy	1885	"[what]"
second_day_f504254b	sanya	Тогда завтра в 8:00 встретимся у университета!	game/script.rpy	1886	sanya "[what]"
second_day_87bb52be	yuli	Конечно, буду ждать с нетерпением!	game/script.rpy	1887	yuli "[what]"
second_day_a4bbbeee		Да... Снова не повезло.	game/script.rpy	1888	"[what]"
second_day_ba1b4347	sanya	Согласен, сейчас жизнь куда лучше, не то что в совке!..	game/script.rpy	1897	sanya "[what]"
second_day_321370e7	"Одногруппник"	Да, ты прав, в то время был полный пиздец.	game/script.rpy	1899	"Одногруппник" "[what]"
